"Step","prox_01 - hard_ogc_acc_avg","prox_01 - hard_ogc_acc_avg__MIN","prox_01 - hard_ogc_acc_avg__MAX","restful-spaceship-22 - hard_ogc_acc_avg","restful-spaceship-22 - hard_ogc_acc_avg__MIN","restful-spaceship-22 - hard_ogc_acc_avg__MAX","radiant-energy-14 - hard_ogc_acc_avg","radiant-energy-14 - hard_ogc_acc_avg__MIN","radiant-energy-14 - hard_ogc_acc_avg__MAX","blooming-glade-13 - hard_ogc_acc_avg","blooming-glade-13 - hard_ogc_acc_avg__MIN","blooming-glade-13 - hard_ogc_acc_avg__MAX","soft-waterfall-9 - hard_ogc_acc_avg","soft-waterfall-9 - hard_ogc_acc_avg__MIN","soft-waterfall-9 - hard_ogc_acc_avg__MAX"
"197","0.6962121212121212","0.6962121212121212","0.6962121212121212","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","","","","","",""
"198","0.6974874371859295","0.6974874371859295","0.6974874371859295","0.6680904522613065","0.6680904522613065","0.6680904522613065","","","","","","","","",""
"199","0.6977499999999999","0.6977499999999999","0.6977499999999999","0.6685","0.6685","0.6685","","","","","","","","",""
"200","0.6975124378109452","0.6975124378109452","0.6975124378109452","0.6681592039800995","0.6681592039800995","0.6681592039800995","","","","","","","","",""
"201","0.6975247524752476","0.6975247524752476","0.6975247524752476","0.6683168316831684","0.6683168316831684","0.6683168316831684","","","","","","","","",""
"202","0.6985221674876847","0.6985221674876847","0.6985221674876847","0.6692118226600985","0.6692118226600985","0.6692118226600985","","","","","","","","",""
"203","0.6975490196078432","0.6975490196078432","0.6975490196078432","0.6683823529411764","0.6683823529411764","0.6683823529411764","","","","","","","","",""
"204","0.6965853658536586","0.6965853658536586","0.6965853658536586","0.6678048780487804","0.6678048780487804","0.6678048780487804","","","","","","","","",""
"205","0.6956310679611651","0.6956310679611651","0.6956310679611651","0.6669902912621358","0.6669902912621358","0.6669902912621358","","","","","","","","",""
"206","0.6958937198067633","0.6958937198067633","0.6958937198067633","0.666183574879227","0.666183574879227","0.666183574879227","","","","","","","","",""
"207","0.6971153846153846","0.6971153846153846","0.6971153846153846","0.6675480769230769","0.6675480769230769","0.6675480769230769","","","","","","","","",""
"208","0.6976076555023922","0.6976076555023922","0.6976076555023922","0.6681818181818181","0.6681818181818181","0.6681818181818181","","","","","","","","",""
"209","0.6966666666666665","0.6966666666666665","0.6966666666666665","0.6673809523809523","0.6673809523809523","0.6673809523809523","","","","","","","","",""
"210","0.6976303317535545","0.6976303317535545","0.6976303317535545","0.6684834123222749","0.6684834123222749","0.6684834123222749","","","","","","","","",""
"211","0.6966981132075472","0.6966981132075472","0.6966981132075472","0.6698113207547169","0.6698113207547169","0.6698113207547169","","","","","","","","",""
"212","0.6971830985915493","0.6971830985915493","0.6971830985915493","0.6704225352112677","0.6704225352112677","0.6704225352112677","","","","","","","","",""
"213","0.6981308411214954","0.6981308411214954","0.6981308411214954","0.6714953271028038","0.6714953271028038","0.6714953271028038","","","","","","","","",""
"214","0.6990697674418603","0.6990697674418603","0.6990697674418603","0.6725581395348839","0.6725581395348839","0.6725581395348839","","","","","","","","",""
"215","0.7002314814814815","0.7002314814814815","0.7002314814814815","0.6738425925925926","0.6738425925925926","0.6738425925925926","","","","","","","","",""
"216","0.7016129032258065","0.7016129032258065","0.7016129032258065","0.6753456221198157","0.6753456221198157","0.6753456221198157","","","","","","","","",""
"217","0.7020642201834862","0.7020642201834862","0.7020642201834862","0.6759174311926606","0.6759174311926606","0.6759174311926606","","","","","","","","",""
"218","0.7013698630136987","0.7013698630136987","0.7013698630136987","0.6755707762557077","0.6755707762557077","0.6755707762557077","","","","","","","","",""
"219","0.7025","0.7025","0.7025","0.6768181818181818","0.6768181818181818","0.6768181818181818","","","","","","","","",""
"220","0.7024886877828054","0.7024886877828054","0.7024886877828054","0.6769230769230771","0.6769230769230771","0.6769230769230771","","","","","","","","",""
"221","0.7020270270270271","0.7020270270270271","0.7020270270270271","0.6765765765765765","0.6765765765765765","0.6765765765765765","","","","","","","","",""
"222","0.7026905829596412","0.7026905829596412","0.7026905829596412","0.6773542600896861","0.6773542600896861","0.6773542600896861","","","","","","","","",""
"223","0.7033482142857144","0.7033482142857144","0.7033482142857144","0.678125","0.678125","0.678125","","","","","","","","",""
"224","0.7039999999999998","0.7039999999999998","0.7039999999999998","0.6788888888888889","0.6788888888888889","0.6788888888888889","","","","","","","","",""
"225","0.7042035398230088","0.7042035398230088","0.7042035398230088","0.6785398230088495","0.6785398230088495","0.6785398230088495","","","","","","","","",""
"226","0.7046255506607929","0.7046255506607929","0.7046255506607929","0.6777533039647576","0.6777533039647576","0.6777533039647576","","","","","","","","",""
"227","0.7037280701754386","0.7037280701754386","0.7037280701754386","0.6769736842105263","0.6769736842105263","0.6769736842105263","","","","","","","","",""
"228","0.7045851528384279","0.7045851528384279","0.7045851528384279","0.6779475982532751","0.6779475982532751","0.6779475982532751","","","","","","","","",""
"229","0.7047826086956521","0.7047826086956521","0.7047826086956521","0.6782608695652174","0.6782608695652174","0.6782608695652174","","","","","","","","",""
"230","0.7043290043290042","0.7043290043290042","0.7043290043290042","0.6774891774891775","0.6774891774891775","0.6774891774891775","","","","","","","","",""
"231","0.7047413793103449","0.7047413793103449","0.7047413793103449","0.6780172413793104","0.6780172413793104","0.6780172413793104","","","","","","","","",""
"232","0.7051502145922748","0.7051502145922748","0.7051502145922748","0.6785407725321888","0.6785407725321888","0.6785407725321888","","","","","","","","",""
"233","0.7042735042735043","0.7042735042735043","0.7042735042735043","0.6777777777777777","0.6777777777777777","0.6777777777777777","","","","","","","","",""
